"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"42506",42506,430,3344,3,0,0
"42507",42507,430,3344,2,1,0
"42508",42508,430,2140,1,4,0
"42509",42509,430,1327,2,0,0
"42510",42510,430,1327,3,2,0
"42533",42533,431,26868,2,1,0
"42534",42534,431,26869,2,2,0
"42536",42536,431,26871,2,7,0
"42537",42537,431,26871,2,8,0
"42538",42538,431,26872,3,8,0
"42539",42539,431,26872,3,9,0
"42540",42540,431,26873,1,6,0
"42541",42541,431,26874,2,4,0
"42542",42542,431,26875,3,3,0
"42543",42543,431,26876,2,8,0
"42544",42544,431,26877,2,5,0
"42545",42545,431,26878,1,9,0
"42547",42547,431,26880,1,4,0
"42548",42548,431,26881,1,6,0
"42549",42549,431,26882,2,1,0
"42550",42550,431,26883,4,0,0
"42551",42551,431,26884,1,2,0
"42552",42552,431,26885,1,6,0
"42553",42553,431,26886,1,5,0
"42554",42554,431,26887,2,9,0
"42555",42555,431,26888,2,3,0
"42556",42556,431,26889,2,2,0
"42557",42557,431,10781,2,7,0
"42558",42558,431,26890,1,5,0
"42560",42560,431,26892,2,4,0
"42561",42561,431,26893,2,7,0
"42562",42562,431,26894,3,9,0
"42563",42563,431,26895,2,6,0
"42564",42564,431,26896,2,4,0
"42566",42566,431,26898,1,5,0
"42567",42567,431,26899,2,0,0
"42569",42569,431,26901,2,1,0
"42570",42570,431,26902,2,3,0
"42571",42571,431,26903,3,1,0
"42572",42572,431,26904,2,0,0
"42573",42573,431,26905,1,4,0
"42574",42574,431,26906,2,8,0
"42989",42989,436,27245,1,7,0
"42990",42990,436,27246,1,7,0
"42991",42991,436,27246,3,8,0
"42992",42992,436,27247,1,0,0
"42993",42993,436,27248,3,2,0
"42994",42994,436,27249,2,7,0
"42995",42995,436,27250,1,5,0
"42996",42996,436,27251,4,9,0
"42997",42997,436,27252,2,8,0
"42998",42998,436,27253,1,2,0
"42999",42999,436,27254,2,0,0
"43001",43001,436,27255,1,5,0
"43002",43002,436,27255,2,7,0
"43004",43004,436,27257,3,1,0
"43006",43006,436,27258,1,6,0
"43007",43007,436,27259,2,4,0
"43008",43008,436,27260,1,8,0
"43009",43009,436,27261,3,1,0
"43010",43010,436,27261,2,3,0
"43011",43011,436,27262,2,4,0
"43012",43012,436,27263,2,0,0
"43013",43013,436,27264,2,4,0
"43014",43014,436,27265,1,5,0
"43015",43015,436,27266,1,7,0
"43016",43016,436,27267,1,6,0
"43017",43017,436,27268,1,4,0
"43018",43018,436,27269,2,4,0
"43019",43019,436,27270,2,3,0
"43020",43020,436,27271,2,7,0
"43021",43021,436,27271,1,8,0
"43022",43022,436,1073,2,5,0
"43023",43023,436,27272,2,6,0
"43024",43024,436,27273,3,0,0
"43025",43025,436,27274,2,7,0
"43026",43026,436,27275,2,2,0
"43027",43027,436,27276,2,7,0
"43028",43028,436,27277,1,3,0
"43029",43029,436,27278,3,9,0
"43030",43030,436,27279,1,6,0
"43031",43031,436,27280,1,3,0
"43032",43032,436,27281,1,4,0
"43033",43033,436,27282,2,2,0
"43034",43034,436,27282,3,3,0
"43035",43035,436,27283,2,5,0
"43036",43036,436,27284,1,7,0
"43037",43037,436,27285,1,4,0
"43038",43038,436,27286,3,0,0
"43039",43039,436,27286,2,4,0
"43040",43040,436,27287,2,1,0
"43041",43041,436,27288,3,9,0
"43042",43042,436,27289,2,2,0
"43043",43043,436,27290,3,9,0
"43047",43047,436,27293,1,6,0
"43048",43048,436,27294,4,0,0
"43049",43049,436,27294,2,1,0
"43050",43050,436,27294,2,3,0
"43051",43051,436,27294,2,4,0
"43052",43052,436,27294,1,6,0
"43053",43053,436,27295,1,2,0
"43054",43054,436,27296,2,0,0
"43056",43056,436,27296,2,8,0
"43057",43057,436,27296,3,9,0
"43058",43058,436,27297,1,1,0
"43059",43059,436,27297,2,4,0
"43060",43060,436,27297,1,5,0
"43061",43061,436,4269,2,0,0
"43062",43062,436,4269,1,8,0
"43063",43063,436,4269,2,9,0
"43064",43064,436,2092,2,6,0
"43065",43065,436,27298,2,5,0
"43066",43066,436,27298,2,6,0
"43067",43067,436,27298,2,7,0
"43068",43068,436,2093,2,3,0
"43069",43069,436,2095,2,9,0
"43070",43070,436,27299,1,6,0
"43071",43071,436,27299,3,8,0
"43072",43072,436,27299,1,9,0
"43073",43073,436,27300,1,6,0
"43074",43074,436,27301,2,1,0
"43075",43075,436,27302,4,0,0
"43076",43076,436,27303,2,4,0
"43077",43077,436,27304,1,3,0
"43078",43078,436,27305,2,3,0
"43079",43079,436,27306,1,6,0
"43080",43080,436,27306,1,8,0
"43081",43081,436,27307,3,1,0
"43082",43082,436,27308,1,7,0
"43084",43084,436,27310,1,1,0
"43085",43085,436,27311,3,1,0
"43086",43086,436,27312,1,4,0
"43087",43087,436,27313,3,8,0
"43088",43088,436,27314,4,9,0
"43089",43089,436,27315,2,4,0
"43090",43090,436,27316,1,0,0
"43092",43092,436,27318,1,6,0
"43094",43094,436,27319,1,5,0
"43095",43095,436,27320,3,3,0
"43096",43096,436,27321,3,1,0
"43097",43097,436,27322,1,1,0
"43099",43099,436,27324,1,3,0
"43100",43100,436,27325,3,9,0
"43102",43102,436,27326,2,7,0
"43103",43103,436,27326,2,8,0
"43104",43104,436,27327,1,1,0
"43105",43105,436,27328,1,3,0
"43106",43106,436,27329,1,4,0
"43107",43107,436,27330,1,3,0
"43108",43108,436,27331,2,3,0
"43109",43109,436,27332,3,7,0
"43110",43110,436,27333,1,1,0
"43111",43111,436,27334,1,7,0
"43112",43112,436,27335,4,1,0
"43113",43113,436,27336,2,7,0
"43114",43114,436,27337,1,9,0
"43116",43116,436,27339,1,6,0
"43117",43117,436,27340,2,1,0
"43118",43118,436,27341,1,6,0
"43119",43119,436,27342,2,2,0
"43120",43120,436,27343,3,1,0
"43121",43121,436,27344,1,2,0
"43122",43122,436,27345,2,3,0
"43123",43123,436,27346,2,2,0
"43125",43125,436,27348,1,2,0
"43126",43126,436,27349,1,5,0
"43127",43127,436,27350,3,1,0
"43128",43128,436,27351,2,6,0
"43129",43129,436,27352,3,2,0
"43131",43131,436,27354,2,9,0
"43133",43133,436,27356,1,7,0
"43134",43134,436,27357,2,8,0
"43135",43135,436,27358,1,4,0
"43137",43137,436,27360,1,2,0
"43138",43138,436,27360,2,4,0
"43139",43139,436,27361,2,3,0
"43140",43140,436,27362,1,4,0
"43141",43141,436,2101,2,2,0
"43144",43144,436,27364,2,3,0
"43145",43145,436,27364,1,5,0
"43147",43147,436,27365,1,0,0
"43148",43148,436,27365,2,6,0
"43149",43149,436,27365,2,7,0
"43150",43150,436,27365,2,8,0
"43151",43151,436,27365,3,9,0
"43152",43152,436,27366,4,1,0
"43153",43153,436,27367,2,6,0
"43154",43154,436,27368,1,7,0
"43156",43156,436,27369,1,3,0
"43158",43158,436,27371,1,5,0
"43159",43159,436,27372,3,0,0
"43160",43160,436,27373,2,7,0
"43161",43161,436,27374,2,0,0
"43162",43162,436,27375,2,2,0
"43163",43163,436,27376,2,2,0
"43164",43164,436,27377,1,3,0
"43165",43165,436,27378,2,4,0
"43166",43166,436,27378,2,8,0
"43167",43167,436,27379,1,2,0
"43168",43168,436,27380,2,0,0
"43169",43169,436,27381,3,8,0
"43170",43170,436,27381,3,9,0
"43171",43171,436,27382,4,1,0
"43172",43172,436,27383,1,5,0
"43173",43173,436,27384,2,4,0
"43174",43174,436,27385,1,3,0
"43175",43175,436,27386,2,3,0
"43176",43176,436,27387,1,5,0
"43177",43177,436,27388,2,5,0
"43178",43178,436,27389,2,6,0
"43179",43179,436,27390,2,3,0
"43180",43180,436,27390,1,4,0
"43181",43181,436,27391,1,5,0
"43182",43182,436,27392,1,5,0
"43183",43183,436,27393,2,2,0
"43185",43185,436,27395,1,1,0
"43186",43186,436,2103,2,6,0
"43187",43187,436,27396,2,8,0
"43188",43188,436,27397,1,5,0
"43189",43189,436,1722,1,4,0
"43190",43190,436,27398,1,7,0
"43194",43194,436,27402,3,3,0
"43195",43195,436,27403,3,1,0
"43196",43196,436,27403,1,4,0
"43197",43197,436,27404,1,0,0
"43198",43198,436,27404,1,4,0
"43199",43199,436,27404,2,8,0
"43200",43200,436,27404,2,9,0
"43201",43201,436,27405,1,2,0
"43202",43202,436,27406,2,3,0
"43203",43203,436,27407,3,0,0
"43204",43204,436,27408,2,2,0
"43205",43205,436,27409,3,0,0
"43206",43206,436,27410,1,6,0
"43207",43207,436,27411,2,8,0
"43208",43208,436,27412,1,4,0
"43209",43209,436,27413,1,0,0
"43211",43211,436,27415,2,2,0
"43212",43212,436,27416,3,2,0
"43215",43215,436,27418,1,5,0
"43216",43216,436,27418,1,8,0
"43217",43217,436,27419,3,0,0
"43218",43218,436,27419,2,9,0
"43220",43220,436,27421,2,5,0
"43450",43450,441,27580,2,8,0
"43451",43451,441,27581,2,7,0
"43452",43452,441,2751,2,4,0
"43453",43453,441,6,2,2,0
"43454",43454,441,23,2,6,0
"43456",43456,441,27582,3,1,0
"43457",43457,441,27583,3,8,0
"43458",43458,441,27584,2,7,0
"43461",43461,441,300,2,9,0
"43462",43462,441,340,1,5,0
"43464",43464,441,432,2,3,0
"43465",43465,441,6259,1,8,0
"43466",43466,441,344,1,4,0
"43467",43467,441,169,1,3,0
"43468",43468,441,181,4,1,0
"43469",43469,441,345,1,0,0
"43470",43470,441,130,2,5,0
"43481",43481,442,2808,1,3,0
"43483",43483,442,170,4,1,0
"43484",43484,442,170,1,5,0
"43485",43485,442,11008,2,5,0
"43486",43486,442,2649,1,8,0
"43487",43487,442,2751,2,1,0
"43488",43488,442,2751,2,4,0
"43489",43489,442,6875,1,6,0
"43490",43490,442,6,1,3,0
"43491",43491,442,5978,1,5,0
"43492",43492,442,8512,2,8,0
"43493",43493,442,20,2,7,0
"43494",43494,442,357,1,6,0
"43495",43495,442,6229,1,7,0
"43496",43496,442,2837,4,0,0
"43497",43497,442,358,2,4,0
"43498",43498,442,2838,2,2,0
"43499",43499,442,3828,1,3,0
"43500",43500,442,470,2,4,0
"43502",43502,442,27595,1,9,0
"43503",43503,442,27596,1,4,0
"43504",43504,442,27596,1,5,0
"43506",43506,442,27598,1,4,0
"43507",43507,442,27599,1,3,0
"43508",43508,442,27600,1,8,0
"43510",43510,442,27602,1,1,0
"43511",43511,442,27603,2,0,0
"43512",43512,442,27604,2,9,0
"43513",43513,442,27605,2,6,0
"43514",43514,442,27606,3,0,0
"43515",43515,442,27606,1,6,0
"43516",43516,442,27607,1,3,0
"43518",43518,442,13831,2,7,0
"43519",43519,442,27609,2,3,0
"43520",43520,442,27610,2,3,0
"43522",43522,442,27612,2,2,0
"43523",43523,442,27613,4,0,0
"43524",43524,442,27614,2,9,0
"43525",43525,442,27615,2,2,0
"43526",43526,442,27616,2,0,0
"43527",43527,442,27616,4,1,0
"43530",43530,442,13832,3,1,0
"43531",43531,442,27619,2,3,0
"43532",43532,442,27620,2,1,0
"43533",43533,442,27621,3,0,0
"43534",43534,442,27621,1,3,0
"43535",43535,442,27621,2,4,0
"43537",43537,442,27622,2,3,0
"43539",43539,442,27622,2,7,0
"43540",43540,442,13833,1,8,0
"43541",43541,442,27623,4,0,0
"43542",43542,442,27624,2,2,0
"43543",43543,442,27625,1,2,0
"43544",43544,442,22943,2,1,0
"43545",43545,442,27626,2,8,0
"43547",43547,442,27628,2,7,0
"43548",43548,442,13841,3,8,0
"43550",43550,442,22953,2,3,0
"43551",43551,442,13843,1,1,0
"43552",43552,442,13850,2,0,0
"43553",43553,442,27629,3,2,0
"43554",43554,442,27629,3,3,0
"43556",43556,442,27630,2,4,0
"43557",43557,442,27631,1,6,0
"43558",43558,442,27631,2,7,0
"43559",43559,442,27632,2,0,0
"43560",43560,442,27633,1,3,0
"43561",43561,442,22172,3,1,0
"43563",43563,442,304,1,8,0
"43564",43564,442,6781,1,7,0
"43565",43565,442,27635,2,5,0
"43566",43566,442,27635,2,9,0
"43567",43567,442,925,2,4,0
"43568",43568,442,27636,2,2,0
"43569",43569,442,27636,2,7,0
"43570",43570,442,27637,1,6,0
"43571",43571,442,27638,2,8,0
"43572",43572,442,27639,2,4,0
"43573",43573,442,13859,2,1,0
"43575",43575,442,12696,2,3,0
"43576",43576,442,12696,1,5,0
"43577",43577,442,12696,1,6,0
"43578",43578,442,27640,2,6,0
"43579",43579,442,27641,3,5,0
"43580",43580,442,926,3,3,0
"43581",43581,442,471,3,9,0
"43582",43582,442,6784,1,8,0
"43583",43583,442,27642,3,2,0
"43584",43584,442,27643,2,8,0
"43585",43585,442,22999,2,6,0
"43587",43587,442,27644,1,3,0
"43588",43588,442,27645,1,1,0
"43589",43589,442,27646,1,7,0
"43590",43590,442,27647,2,8,0
"43592",43592,442,5035,1,3,0
"43593",43593,442,5041,1,1,0
"43594",43594,442,5042,3,0,0
"43595",43595,442,27648,3,0,0
"43596",43596,442,27649,1,1,0
"43597",43597,442,27650,2,5,0
"43600",43600,442,13865,1,2,0
"43601",43601,442,13865,2,4,0
"43603",43603,442,2225,1,1,0
"43604",43604,442,2225,1,4,0
"43606",43606,442,5487,2,5,0
"43607",43607,442,27652,1,8,0
"43608",43608,442,27653,3,8,0
"43609",43609,442,27654,1,7,0
"43610",43610,442,27655,2,5,0
"43612",43612,442,27655,1,7,0
"43613",43613,442,27656,1,6,0
"43615",43615,442,27658,1,1,0
"43616",43616,442,27659,2,5,0
"43617",43617,442,27660,1,4,0
"43618",43618,442,27661,2,5,0
"43620",43620,442,27663,2,5,0
"43621",43621,442,27663,2,7,0
"43622",43622,442,27663,3,8,0
"43623",43623,442,27664,2,8,0
"43624",43624,442,13871,1,7,0
"43625",43625,442,27665,2,8,0
"43626",43626,442,27666,1,4,0
"43627",43627,442,27667,2,3,0
"43628",43628,442,13874,3,1,0
"43629",43629,442,27668,1,5,0
"43630",43630,442,27669,3,0,0
"43631",43631,442,5162,3,9,0
"43632",43632,442,27670,2,8,0
"43633",43633,442,27671,2,6,0
"43634",43634,442,27672,1,7,0
"43636",43636,442,27674,1,3,0
"43637",43637,442,27675,2,1,0
"43638",43638,442,27676,1,7,0
"43639",43639,442,27677,3,8,0
"43640",43640,442,23035,1,4,0
"43641",43641,442,23036,1,3,0
"43642",43642,442,23037,2,1,0
"43643",43643,442,23045,1,0,0
"43644",43644,442,27678,2,6,0
"43645",43645,442,27679,1,6,0
"43646",43646,442,27680,3,9,0
"43647",43647,442,27681,2,5,0
"43649",43649,442,27683,1,4,0
"43650",43650,442,27684,2,2,0
"43652",43652,442,27686,2,7,0
"43653",43653,442,27687,2,3,0
"43654",43654,442,27688,1,6,0
"43656",43656,442,27689,1,6,0
"43659",43659,442,27692,2,6,0
"43660",43660,442,27693,1,2,0
"43661",43661,442,27694,1,9,0
"43662",43662,442,27695,1,4,0
"43663",43663,442,27696,1,1,0
"43664",43664,442,13889,2,8,0
"43665",43665,442,27697,2,9,0
"43666",43666,442,13895,2,9,0
"43668",43668,442,27699,1,6,0
"43670",43670,442,2614,1,6,0
"43671",43671,442,27700,3,8,0
"43673",43673,442,13342,2,3,0
"43675",43675,442,7964,1,1,0
"43676",43676,442,18971,2,0,0
"43678",43678,442,27703,1,5,0
"43679",43679,442,27704,2,7,0
"43681",43681,442,27705,3,2,0
"43682",43682,442,23060,3,2,0
"43683",43683,442,27706,1,2,0
"43684",43684,442,312,2,2,0
"43685",43685,442,27707,1,2,0
"43687",43687,442,27708,2,2,0
"43688",43688,442,167,1,2,0
"43689",43689,442,27709,2,7,0
"43690",43690,442,27710,2,8,0
"43691",43691,442,27710,3,9,0
"43692",43692,442,27711,3,8,0
"43693",43693,442,27712,2,5,0
"43694",43694,442,27713,1,1,0
"43695",43695,442,27714,1,2,0
"43697",43697,442,27716,2,6,0
"43698",43698,442,13066,2,7,0
"43699",43699,442,2961,1,2,0
"43701",43701,442,432,3,2,0
"43704",43704,442,64,1,6,0
"43706",43706,442,7601,1,9,0
"43707",43707,442,1532,1,4,0
"43709",43709,442,2134,1,7,0
"43710",43710,442,344,1,4,0
"43711",43711,442,169,2,3,0
"43712",43712,442,181,3,0,0
"43714",43714,442,181,3,9,0
"43715",43715,442,3831,1,2,0
"43716",43716,442,27717,2,7,0
"43717",43717,442,460,1,5,0
"43718",43718,442,3343,3,1,0
"43719",43719,442,3343,2,3,0
"43720",43720,442,3343,1,5,0
"43721",43721,442,472,2,3,0
"43722",43722,442,4169,1,2,0
"43723",43723,442,6789,3,1,0
"43724",43724,442,4170,1,4,0
"43725",43725,442,27718,3,8,0
"43726",43726,442,27718,3,9,0
"43728",43728,442,27719,2,8,0
"43729",43729,442,27719,1,9,0
"43730",43730,442,27720,2,7,0
"43731",43731,442,27721,1,5,0
"43732",43732,442,27721,2,7,0
"43733",43733,442,27721,2,8,0
"43734",43734,442,27722,1,4,0
"43736",43736,442,27724,1,4,0
"43737",43737,442,27725,1,2,0
"43738",43738,442,27726,1,1,0
"43739",43739,442,27727,1,3,0
"43740",43740,442,27728,2,1,0
"43743",43743,442,27729,2,7,0
"43744",43744,442,13914,1,8,0
"43745",43745,442,27730,1,7,0
"43746",43746,442,6643,1,2,0
"43747",43747,442,27731,1,5,0
"43748",43748,442,27732,1,1,0
"43749",43749,442,13917,4,0,0
"43751",43751,442,3832,1,1,0
"43752",43752,442,21187,2,6,0
"43753",43753,442,21187,3,9,0
"43754",43754,442,18127,2,9,0
"43755",43755,442,6675,1,7,0
"43756",43756,442,17124,3,8,0
"43757",43757,442,6723,2,8,0
"43758",43758,442,1534,4,0,0
"43760",43760,442,3344,1,2,0
"43761",43761,442,2140,2,4,0
"43762",43762,442,1327,3,0,0
"43763",43763,442,3059,3,8,0
"43764",43764,442,397,1,9,0
"43765",43765,442,27733,1,5,0
"43766",43766,442,27733,2,6,0
"43767",43767,442,27734,1,5,0
"43769",43769,442,27736,1,6,0
"43770",43770,442,27737,1,5,0
"43771",43771,442,400,1,4,0
"43781",43781,444,14,1,7,0
"43782",43782,444,2808,2,3,0
"43784",43784,444,170,4,1,0
"43786",43786,444,11008,1,5,0
"43787",43787,444,2649,2,8,0
"43788",43788,444,346,1,6,0
"43789",43789,444,6595,3,7,0
"43790",43790,444,347,2,0,0
"43791",43791,444,2822,2,1,0
"43792",43792,444,2822,3,2,0
"43793",43793,444,814,1,6,0
"43794",43794,444,2675,3,3,0
"43795",43795,444,2675,2,4,0
"43796",43796,444,11009,1,5,0
"43798",43798,444,469,2,0,0
"43799",43799,444,2751,2,1,0
"43801",43801,444,6875,2,6,0
"43802",43802,444,6,1,3,0
"43803",43803,444,6,2,4,0
"43804",43804,444,5978,1,5,0
"43805",43805,444,8512,2,8,0
"43806",43806,444,2840,1,5,0
"43807",43807,444,2752,1,5,0
"43808",43808,444,127,1,7,0
"43809",43809,444,304,3,8,0
"43810",43810,444,2897,1,0,0
"43811",43811,444,27746,2,9,0
"43813",43813,444,4117,1,4,0
"43814",43814,444,4991,2,3,0
"43816",43816,444,925,1,4,0
"43817",43817,444,12696,3,3,0
"43818",43818,444,3535,2,9,0
"43819",43819,444,471,3,9,0
"43820",43820,444,12700,3,7,0
"43821",43821,444,13865,2,2,0
"43822",43822,444,2225,4,1,0
"43823",43823,444,5487,3,0,0
"43824",43824,444,27652,1,8,0
"43825",43825,444,27663,1,5,0
"43826",43826,444,5162,3,9,0
"43827",43827,444,27685,1,6,0
"43828",43828,444,8,2,8,0
"43829",43829,444,6596,1,5,0
"43830",43830,444,2614,2,6,0
"43831",43831,444,13066,2,7,0
"43832",43832,444,2961,2,2,0
"43833",43833,444,349,1,1,0
"43834",43834,444,11011,1,7,0
"43835",43835,444,2964,2,2,0
"43836",43836,444,2964,1,3,0
"43837",43837,444,10,2,0,0
"43838",43838,444,10,3,1,0
"43839",43839,444,5996,2,7,0
"43841",43841,444,432,1,3,0
"43842",43842,444,3830,1,8,0
"43843",43843,444,11012,2,7,0
"43844",43844,444,1532,1,4,0
"43845",43845,444,344,3,4,0
"43846",43846,444,169,1,3,0
"43849",43849,444,27717,1,7,0
"43851",43851,444,4169,3,2,0
"43856",43856,444,129,3,1,0
"43857",43857,444,21187,1,6,0
"43858",43858,444,18127,3,9,0
"43860",43860,444,5210,1,6,0
"43861",43861,444,3540,1,6,0
"43863",43863,444,6675,3,7,0
"43865",43865,444,6723,2,8,0
"43867",43867,444,3344,2,1,0
"43868",43868,444,2140,2,4,0
"43869",43869,444,1327,2,0,0
"43870",43870,444,130,2,5,0
"43871",43871,445,357,1,6,0
"43872",43872,445,6229,1,7,0
"43873",43873,445,2837,1,0,0
"43874",43874,445,358,2,4,0
"43876",43876,445,3828,1,3,0
"43879",43879,445,6684,2,5,0
"43880",43880,445,304,2,8,0
"43882",43882,445,471,2,6,0
"43883",43883,445,471,3,9,0
"43885",43885,445,4134,2,7,0
"43888",43888,445,364,2,1,0
"43889",43889,445,2967,2,3,0
"43891",43891,445,2990,1,4,0
"43892",43892,445,4955,2,6,0
"43893",43893,445,5251,1,7,0
"43894",43894,445,5252,1,5,0
"43895",43895,445,7601,1,9,0
"43896",43896,445,1532,2,6,0
"43897",43897,445,169,3,2,0
"43898",43898,445,5253,3,8,0
"43899",43899,445,181,4,1,0
"43900",43900,445,3831,1,2,0
"43901",43901,445,3343,3,1,0
"43902",43902,445,3343,2,3,0
"43903",43903,445,3343,1,5,0
"43904",43904,445,345,3,0,0
"43905",43905,445,3821,2,2,0
"43906",43906,445,3821,1,9,0
"43907",43907,445,3832,1,1,0
"43908",43908,445,21187,1,9,0
"43909",43909,445,15449,2,9,0
"43911",43911,445,6675,3,7,0
"43912",43912,445,6723,1,4,0
"43913",43913,445,3344,1,1,0
"43914",43914,445,3344,3,2,0
"43916",43916,445,1327,3,0,0
"43917",43917,445,3059,2,8,0
"43918",43918,445,130,2,0,0
"43947",43947,447,1051,1,6,0
"43948",43948,447,170,1,5,0
"43949",43949,447,2821,1,7,0
"43950",43950,447,27758,2,4,0
"43951",43951,447,2822,3,1,0
"43952",43952,447,814,2,5,0
"43953",43953,447,2675,1,3,0
"43954",43954,447,2478,2,7,0
"43955",43955,447,27759,1,4,0
"43956",43956,447,2751,1,1,0
"43958",43958,447,6,1,3,0
"43959",43959,447,2835,1,8,0
"43961",43961,447,9056,2,8,0
"43962",43962,447,9057,1,5,0
"43963",43963,447,18069,2,9,0
"43965",43965,447,2163,2,6,0
"43967",43967,447,9063,1,4,0
"43968",43968,447,9064,1,3,0
"43969",43969,447,9065,2,1,0
"43970",43970,447,9066,2,0,0
"43974",43974,447,27762,1,3,0
"43975",43975,447,27763,3,1,0
"43977",43977,447,19866,2,2,0
"43978",43978,447,19866,1,7,0
"43981",43981,447,27766,2,6,0
"43983",43983,447,9079,2,9,0
"43984",43984,447,14399,3,9,0
"43985",43985,447,8568,3,9,0
"43986",43986,447,27767,1,5,0
"43988",43988,447,9081,1,5,0
"43989",43989,447,9082,1,6,0
"43990",43990,447,1052,2,0,0
"43991",43991,447,354,2,1,0
"43992",43992,447,9085,1,7,0
"43993",43993,447,9086,2,3,0
"43994",43994,447,2340,2,2,0
"43995",43995,447,27768,1,7,0
"43996",43996,447,2342,2,4,0
"43997",43997,447,27769,2,1,0
"43998",43998,447,27770,1,0,0
"44000",44000,447,1054,2,6,0
"44001",44001,447,2344,1,3,0
"44002",44002,447,2345,1,0,0
"44003",44003,447,14411,1,8,0
"44004",44004,447,27771,1,6,0
"44005",44005,447,27772,3,9,0
"44009",44009,447,27776,2,0,0
"44011",44011,447,9092,2,1,0
"44012",44012,447,9094,2,9,0
"44013",44013,447,9095,2,0,0
"44014",44014,447,3694,2,8,0
"44015",44015,447,27777,2,7,0
"44016",44016,447,142,1,5,0
"44017",44017,447,9096,3,8,0
"44018",44018,447,9097,2,4,0
"44020",44020,447,27778,2,9,0
"44021",44021,447,3696,2,7,0
"44023",44023,447,8584,1,5,0
"44024",44024,447,27779,1,3,0
"44025",44025,447,8591,1,6,0
"44026",44026,447,1055,1,7,0
"44027",44027,447,8596,2,4,0
"44028",44028,447,8597,1,3,0
"44029",44029,447,8598,3,1,0
"44030",44030,447,8599,2,0,0
"44031",44031,447,8730,2,9,0
"44032",44032,447,14553,2,1,0
"44033",44033,447,26465,2,4,0
"44034",44034,447,27780,1,6,0
"44036",44036,447,2614,1,6,0
"44037",44037,447,1682,1,4,0
"44038",44038,447,8647,3,2,0
"44039",44039,447,27781,3,2,0
"44040",44040,447,2168,3,2,0
"44041",44041,447,2346,3,1,0
"44042",44042,447,2346,2,2,0
"44043",44043,447,2964,3,2,0
"44044",44044,447,432,3,2,0
"44045",44045,447,4167,1,7,0
"44046",44046,447,27782,1,6,0
"44047",44047,447,27783,1,6,0
"44048",44048,447,26470,4,1,0
"44049",44049,447,181,1,0,0
"44053",44053,447,3512,1,7,0
"44054",44054,447,6275,1,7,0
"44056",44056,447,2385,1,6,0
"44057",44057,447,3344,2,0,0
"44058",44058,447,27784,1,8,0
"44059",44059,447,27785,1,2,0
"44060",44060,447,8659,2,9,0
"44062",44062,448,9363,2,7,0
"44063",44063,448,892,2,0,0
"44064",44064,448,9366,2,2,0
"44065",44065,448,2142,3,8,0
"44066",44066,448,9368,1,6,0
"44068",44068,448,22361,1,4,0
"44070",44070,448,9369,1,7,0
"44071",44071,448,9369,2,9,0
"44072",44072,448,645,2,9,0
"44073",44073,448,647,2,4,0
"44074",44074,448,650,2,9,0
"44076",44076,448,9384,1,5,0
"44077",44077,448,9386,2,9,0
"44078",44078,448,9387,2,1,0
"44079",44079,448,344,2,3,0
"44080",44080,448,9394,1,4,0
"44081",44081,448,9394,2,8,0
"44082",44082,448,345,2,0,0
"44083",44083,448,22426,2,6,0
"44086",44086,448,894,2,3,0
"44087",44087,448,22432,1,7,0
"44089",44089,448,22437,1,3,0
"44090",44090,448,27788,2,4,0
"44091",44091,448,22439,1,1,0
"44092",44092,448,22440,1,0,0
"44562",44562,455,3787,1,2,0
"44564",44564,455,2813,1,0,0
"44566",44566,455,940,1,5,0
"44567",44567,455,622,2,1,0
"44568",44568,455,28099,2,7,0
"44569",44569,455,519,2,7,0
"44570",44570,455,358,1,4,0
"44571",44571,455,2838,2,2,0
"44572",44572,455,424,3,9,0
"44574",44574,455,430,2,8,0
"44575",44575,455,7371,4,0,0
"44576",44576,455,6699,1,4,0
"44578",44578,455,44,1,9,0
"44579",44579,455,962,1,6,0
"44580",44580,455,7386,1,6,0
"44581",44581,455,8,2,0,0
"44582",44582,455,2958,1,6,0
"44583",44583,455,1344,2,3,0
"44584",44584,455,2692,1,4,0
"44585",44585,455,364,3,1,0
"44586",44586,455,5406,4,0,0
"44587",44587,455,2967,2,3,0
"44589",44589,455,2998,1,6,0
"44590",44590,455,3818,2,6,0
"44591",44591,455,3342,1,7,0
"44592",44592,455,344,2,4,0
"44593",44593,455,169,1,3,0
"44595",44595,455,345,2,0,0
"44596",44596,455,510,3,3,0
"44597",44597,455,130,1,4,0
"44701",44701,459,28166,1,3,0
"44702",44702,459,28167,1,6,0
"44703",44703,459,28168,3,8,0
"44704",44704,459,28169,1,6,0
"44705",44705,459,28170,1,5,0
"44706",44706,459,28171,2,1,0
"44707",44707,459,28172,1,4,0
"44708",44708,459,28173,2,1,0
"44709",44709,459,28174,3,0,0
"44710",44710,459,25392,2,3,0
"44711",44711,459,28175,2,8,0
"44712",44712,459,513,3,7,0
"44713",44713,459,513,2,9,0
"44715",44715,459,28176,2,5,0
"44716",44716,459,28177,2,6,0
"44717",44717,459,28178,3,9,0
"44718",44718,459,9056,2,8,0
"44719",44719,459,9057,1,5,0
"44720",44720,459,1119,1,6,0
"44723",44723,459,28180,2,6,0
"44725",44725,459,28182,4,1,0
"44726",44726,459,9063,2,4,0
"44727",44727,459,9064,2,3,0
"44728",44728,459,9065,3,1,0
"44729",44729,459,9066,3,0,0
