"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"43044",43044,436,27291,2,2,0
"50116",50116,526,31251,1,1,0
"47857",47857,497,29152,1,8,0
"18975",18975,177,4059,2,8,0
"6891",6891,28,4612,1,2,0
"7290",7290,32,4942,4,1,0
"18925",18925,177,12434,2,1,0
"2227",2227,314,1410,3,0,1
"24782",24782,256,16257,3,2,0
"19198",19198,179,181,1,1,0
"40487",40487,410,25831,1,4,0
"56145",56145,603,34284,2,1,0
"19853",19853,186,13001,1,0,0
"17782",17782,164,11607,2,9,0
"35356",35356,359,22627,1,2,0
"7180",7180,32,4836,1,3,0
"56",56,3,52,4,4,1
"50961",50961,542,31693,2,3,0
"47025",47025,488,29438,2,7,0
"30782",30782,311,2964,3,2,0
"32924",32924,335,21162,2,9,0
"35016",35016,352,22413,2,2,0
"5242",5242,9,3440,2,7,0
"10544",10544,75,6899,2,3,0
"35956",35956,363,13910,4,9,0
"17778",17778,164,11604,2,3,0
"26860",26860,269,17521,2,7,0
"46017",46017,475,1532,1,6,0
"19723",19723,186,12937,3,9,0
"54566",54566,581,33726,2,0,0
"10514",10514,74,181,1,8,0
"354",354,34,6,4,2,1
"20674",20674,199,13570,3,1,0
"25760",25760,260,17009,1,4,0
"23328",23328,235,15276,3,0,0
"36449",36449,371,23354,2,5,0
"6430",6430,28,4263,2,6,0
"6656",6656,28,4434,2,6,0
"17943",17943,169,8131,1,6,0
"18983",18983,177,12475,2,7,0
"45235",45235,469,28490,2,3,0
"44931",44931,464,125,2,2,0
"40850",40850,416,26082,2,1,0
"12893",12893,101,5252,1,6,0
"49878",49878,522,2140,1,4,0
"46067",46067,476,28891,3,1,0
"5721",5721,17,3800,2,2,0
"23131",23131,235,15191,4,9,0
"34071",34071,343,21806,4,0,0
"15763",15763,143,342,1,3,0
"23918",23918,242,15616,2,9,0
"23427",23427,236,15318,4,1,0
"28409",28409,286,18385,2,2,0
"16906",16906,152,10975,1,8,0
"34183",34183,343,21894,1,5,0
"25202",25202,259,16520,2,0,0
"28330",28330,286,1421,2,9,0
"14333",14333,118,9178,2,6,0
"51997",51997,553,2140,2,4,0
"35987",35987,363,13911,1,0,0
"35113",35113,353,22462,2,6,0
"32855",32855,334,41,1,4,0
"53312",53312,571,33055,3,2,0
"37801",37801,382,24203,1,1,0
"5677",5677,16,3777,2,5,0
"51891",51891,553,304,1,1,0
"36630",36630,371,23474,1,5,0
"51720",51720,548,32207,1,5,0
"21784",21784,214,14386,3,9,0
"36912",36912,376,23613,1,5,0
"52287",52287,556,575,2,0,0
"30187",30187,303,19565,1,8,0
"31283",31283,314,9741,1,4,0
"6961",6961,28,4662,2,2,0
"1042",1042,143,304,4,8,1
"41224",41224,420,3790,1,2,0
"40140",40140,407,14614,1,6,0
"12712",12712,99,8232,1,5,0
"25828",25828,260,17070,1,8,0
"2106",2106,303,1480,2,0,1
"25582",25582,260,16858,1,6,0
"25122",25122,259,16463,2,9,0
"52739",52739,563,32755,1,8,0
"3181",3181,464,496,3,0,1
"8532",8532,44,5768,2,7,0
"39024",39024,394,7334,2,7,0
"25934",25934,262,3059,1,5,0
"35957",35957,363,23070,2,9,0
"42535",42535,431,26870,1,5,0
"3855",3855,571,2252,4,5,1
"35450",35450,359,22684,1,5,0
"23781",23781,242,15521,1,3,0
"54915",54915,588,3343,1,5,0
"48382",48382,501,9664,1,4,0
"24015",24015,244,15689,2,6,0
"34251",34251,345,21944,1,5,0
"40323",40323,410,25684,1,6,0
"14934",14934,131,9539,1,4,0
"12625",12625,98,8168,1,5,0
"36492",36492,371,18966,1,2,0
"49850",49850,522,2964,1,3,0
"7178",7178,32,4834,3,2,0
"5370",5370,10,3534,3,1,0
"34386",34386,345,22051,3,9,0
"32144",32144,325,1590,2,9,0
"6533",6533,28,4343,4,9,0
"11153",11153,77,2332,1,5,0
"24064",24064,244,15729,2,8,0
"56658",56658,608,3818,2,6,0
"4092",4092,604,2666,4,3,1
"28581",28581,286,18496,1,5,0
"48361",48361,501,9652,3,2,0
"35837",35837,363,13857,1,7,0
"47274",47274,489,29612,3,1,0
"18926",18926,177,12435,2,2,0
"54580",54580,581,2594,2,8,0
"19638",19638,186,12876,1,6,0
"44714",44714,459,352,3,8,0
"52730",52730,563,32746,2,4,0
"3240",3240,472,2203,4,8,1
"19970",19970,189,13052,2,3,0
"48884",48884,509,2990,1,1,0
"3721",3721,553,347,3,0,1
"43146",43146,436,27364,2,6,0
"56522",56522,607,34495,2,4,0
"7460",7460,34,5031,2,9,0
"694",694,77,167,4,2,1
"31042",31042,314,125,2,8,0
"37113",37113,378,23735,2,9,0
"6980",6980,28,4676,2,8,0
"17784",17784,164,2058,3,0,0
"16624",16624,151,10720,1,7,0
"18991",18991,177,10464,1,1,0
"32914",32914,335,7359,2,4,0
"56105",56105,603,34263,2,1,0
"47251",47251,489,29593,2,7,0
"43855",43855,444,4170,1,4,0
"13853",13853,115,8952,1,4,0
"37256",37256,378,23829,2,3,0
"42457",42457,430,2320,2,7,0
"14828",14828,128,3814,2,7,0
"2033",2033,286,1432,4,1,1
"53263",53263,571,2897,1,6,0
"6602",6602,28,4398,1,5,0
"31930",31930,322,5069,1,7,0
"45199",45199,467,28460,1,7,0
"15560",15560,142,9885,1,9,0
"35368",35368,359,22636,2,2,0
"56853",56853,610,345,3,0,0
"54591",54591,581,33744,2,4,0
"28365",28365,286,18361,3,9,0
"34201",34201,345,21902,1,5,0
"28609",28609,286,5076,3,0,0
"16908",16908,152,10977,2,3,0
"45466",45466,471,6699,2,4,0
"37289",37289,378,23852,2,2,0
"51961",51961,553,3830,3,7,0
"37166",37166,378,23770,1,7,0
"190",190,17,165,3,0,1
"48490",48490,503,2835,1,9,0
"8588",8588,44,5812,1,6,0
"16607",16607,151,10706,1,0,0
"23339",23339,235,3915,2,3,0
"46435",46435,479,29089,1,5,0
"37881",37881,382,24261,2,5,0
"1076",1076,147,750,3,0,1
"40473",40473,410,25817,1,4,0
"28185",28185,286,2810,1,0,0
"16048",16048,147,10235,1,4,0
"466",466,44,386,4,9,1
"57240",57240,616,33979,3,8,0
"4800",4800,4,3098,1,4,0
"2366",2366,335,1613,3,9,1
"6447",6447,28,4276,1,4,0
"26538",26538,268,8320,2,3,0
"47979",47979,498,30134,3,0,0
"13127",13127,103,8403,2,7,0
"6879",6879,28,4606,1,5,0
"8621",8621,44,5839,1,5,0
"30956",30956,314,19998,2,9,0
"26008",26008,263,2975,1,3,0
"1451",1451,214,1046,4,8,1
"16657",16657,151,10745,2,5,0
"373",373,34,317,4,3,1
"43655",43655,442,12704,2,6,0
"4619",4619,3,2985,2,6,0
"17715",17715,164,11563,1,2,0
"14763",14763,124,9470,2,2,0
"31432",31432,316,2979,1,7,0
"35155",35155,355,22496,3,1,0
"39783",39783,400,3830,2,7,0
"6429",6429,28,4262,1,7,0
"26526",26526,268,3787,1,8,0
"53367",53367,571,18458,1,6,0
"9024",9024,49,6108,3,3,0
"54923",54923,589,33947,1,8,0
"57248",57248,616,7359,2,1,0
"26674",26674,268,2923,3,8,0
"1037",1037,143,731,4,8,1
"39351",39351,397,25069,2,0,0
"35847",35847,363,22985,2,2,0
"50277",50277,529,31263,3,8,0
"30431",30431,307,19747,1,0,0
"1099",1099,148,770,5,7,1
"35355",35355,359,22626,2,3,0
"5505",5505,13,3642,1,6,0
"47210",47210,488,29565,2,1,0
"37791",37791,382,24194,2,6,0
"14007",14007,116,2163,2,7,0
"26244",26244,265,17209,1,4,0
"45426",45426,471,352,2,0,0
"16956",16956,154,11009,2,5,0
"12815",12815,100,7422,3,2,0
"50679",50679,536,31504,2,4,0
"45747",45747,472,28695,1,5,0
"50055",50055,525,2961,2,2,0
"34413",34413,345,22073,1,8,0
"5215",5215,9,3421,1,5,0
"1762",1762,256,1256,3,9,1
"37318",37318,378,23870,1,1,0
"23147",23147,235,15198,1,3,0
"56123",56123,603,24363,1,4,0
"5739",5739,18,430,2,8,0
"47217",47217,488,29568,2,0,0
"55513",55513,597,9742,2,3,0
"34266",34266,345,21955,3,2,0
"47175",47175,488,29533,1,1,0
"25841",25841,260,17078,1,8,0
"6624",6624,28,4413,3,9,0
"39378",39378,397,25090,1,6,0
"2309",2309,325,1592,5,2,1
"49839",49839,522,3814,3,9,0
"51695",51695,548,21299,1,4,0
"56225",56225,603,34324,3,8,0
"27237",27237,274,17747,1,5,0
"10625",10625,75,6954,1,9,0
"6842",6842,28,4573,1,7,0
"53344",53344,571,3800,3,2,0
"14916",14916,131,9529,3,1,0
"41460",41460,421,26396,1,3,0
"4585",4585,3,62,2,0,0
"3858",3858,571,2565,5,0,1
"7481",7481,34,5047,2,1,0
"27091",27091,272,11,1,6,0
"54229",54229,578,337,3,0,0
"9423",9423,54,3375,3,9,0
"36724",36724,372,17445,2,1,0
"31110",31110,314,20060,1,4,0
"19742",19742,186,12950,1,2,0
"35253",35253,357,471,2,9,0
"40015",40015,404,25506,2,3,0
"9479",9479,54,6418,3,1,0
"25354",25354,260,16654,2,2,0
"30490",30490,307,19804,1,5,0
"7625",7625,36,5138,2,2,0
"2757",2757,394,1910,5,4,1
"963",963,129,6,4,4,1
"36501",36501,371,23391,4,0,0
"21495",21495,208,14188,2,3,0
"39067",39067,394,9853,3,2,0
"12850",12850,100,169,1,3,0
"44908",44908,464,2805,1,7,0
"15677",15677,142,9993,2,3,0
"16029",16029,147,10223,2,2,0
"31223",31223,314,8,2,1,0
"45008",45008,464,6723,3,8,0
"51919",51919,553,7426,1,4,0
"25193",25193,259,16513,2,6,0
"49881",49881,522,9744,3,0,0
"19751",19751,186,12954,1,1,0
"13288",13288,104,8526,2,5,0
"25600",25600,260,16868,2,8,0
"9754",9754,60,471,3,9,0
"6867",6867,28,4594,1,4,0
"38801",38801,392,24681,1,4,0
"23495",23495,236,15352,3,9,0
"45523",45523,471,28611,2,5,0
"10359",10359,72,2140,1,4,0
"23506",23506,236,15357,1,3,0
"6777",6777,28,255,2,7,0
"43853",43853,444,3015,2,2,0
"37674",37674,378,24121,2,2,0
"20885",20885,201,1676,2,2,0
"56400",56400,604,34434,1,6,0
"7576",7576,34,437,1,6,0
"23224",23224,235,15237,2,2,0
"15296",15296,139,9749,2,1,0
"22394",22394,226,14750,1,2,0
"993",993,134,697,5,7,1
"30922",30922,314,3808,3,9,0
"54517",54517,581,33684,4,0,0
"30210",30210,303,19584,2,1,0
"4241",4241,2,2742,1,8,0
"34130",34130,343,21859,3,2,0
"19542",19542,186,125,1,6,0
"50787",50787,539,31580,1,5,0
"8537",8537,44,5772,1,1,0
"24809",24809,256,16271,1,7,0
"3846",3846,571,912,4,7,1
"9180",9180,52,2808,1,4,0
"56785",56785,609,3012,1,6,0
"13188",13188,103,8452,2,1,0
"25538",25538,260,16820,2,9,0
"43976",43976,447,27764,4,0,0
"16729",16729,151,10813,3,0,0
"12754",12754,99,8252,2,1,0
"39451",39451,397,25156,1,4,0
"23088",23088,235,15168,1,4,0
"37279",37279,378,23844,1,3,0
"3315",3315,483,2251,4,3,1
"34740",34740,349,1690,4,0,0
"43708",43708,442,1532,2,6,0
"35349",35349,359,22620,1,2,0
"47296",47296,489,29624,1,4,0
"24975",24975,257,16382,2,4,0
"41655",41655,422,432,2,3,0
"18658",18658,176,12197,2,7,0
"24715",24715,256,16207,1,4,0
"4162",4162,613,10,3,1,1
"3122",3122,448,647,5,5,1
"44953",44953,464,2957,1,5,0
"41296",41296,420,1334,1,6,0
"19701",19701,186,12923,2,5,0
"30428",30428,307,19744,1,5,0
"2656",2656,376,1844,5,5,1
"28392",28392,286,2929,1,8,0
"27128",27128,272,343,2,7,0
"25463",25463,260,16756,2,1,0
"14735",14735,124,9452,2,5,0
"25221",25221,259,16538,1,4,0
"51757",51757,548,32229,2,9,0
"24280",24280,246,15890,2,9,0
"49780",49780,522,8317,3,8,0
"30835",30835,311,9496,1,6,0
"2238",2238,314,363,4,2,1
"25928",25928,262,17096,2,2,0
"45565",45565,471,1530,2,1,0
"47906",47906,497,30078,2,2,0
"13808",13808,115,8909,1,5,0
"50027",50027,525,6255,1,8,0
"43555",43555,442,27630,3,3,0
"1054",1054,143,671,4,8,1
"55868",55868,600,3337,2,9,0
"53348",53348,571,33077,1,5,0
"44975",44975,464,2979,2,7,0
"20553",20553,197,12158,2,8,0
"55879",55879,600,7516,1,3,0
"56358",56358,604,34407,4,9,0
"50239",50239,529,170,2,1,0
"2488",2488,352,1715,4,1,1
"14753",14753,124,9462,1,2,0
"25186",25186,259,16508,2,4,0
"2439",2439,347,153,5,5,1
"25513",25513,260,16796,2,5,0
"115",115,9,101,5,1,1
"24146",24146,244,15788,1,8,0
"36603",36603,371,23453,2,2,0
"43124",43124,436,27347,3,0,0
"53479",53479,573,14920,1,8,0
"36313",36313,369,23255,1,8,0
"4232",4232,2,2733,1,6,0
"1948",1948,275,1379,5,3,1
"30307",30307,305,19640,2,3,0
"8604",8604,44,5826,2,7,0
"53088",53088,570,32940,2,1,0
"41645",41645,422,3829,2,9,0
"24980",24980,257,16385,1,6,0
"9433",9433,54,6379,1,1,0
"16760",16760,151,10841,2,5,0
"39000",39000,394,24816,1,4,0
"34496",34496,345,22129,2,3,0
"23110",23110,235,4980,2,4,0
"18396",18396,172,12012,1,4,0
"35392",35392,359,1755,1,5,0
"54553",54553,581,33713,3,9,0
"23111",23111,235,2855,2,1,0
"16089",16089,147,10272,2,8,0
"11229",11229,77,432,1,3,0
"52283",52283,556,32411,1,5,0
"3697",3697,548,2226,4,2,1
"32128",32128,325,1588,3,3,0
"40359",40359,410,25716,2,1,0
"1916",1916,271,396,4,4,1
"42377",42377,430,2906,1,6,0
"56729",56729,609,46,1,7,0
"23301",23301,235,1334,1,1,0
"43702",43702,442,364,2,1,0
"54999",54999,590,2979,1,7,0
"25617",25617,260,16883,1,5,0
"56930",56930,612,3787,2,2,0
"15334",15334,139,9779,1,4,0
"11165",11165,77,1793,1,4,0
"39919",39919,402,25422,4,0,0
"16054",16054,147,10241,2,6,0
"34367",34367,345,22037,2,2,0
"37906",37906,383,2979,2,7,0
"3863",3863,571,130,4,1,1
"3498",3498,518,345,4,3,1
"46058",46058,476,28885,3,1,0
"36583",36583,371,23438,1,2,0
"4739",4739,3,437,2,9,0
"5898",5898,21,3905,2,4,0
"37234",37234,378,23812,1,3,0
"54218",54218,578,559,2,3,0
"6629",6629,28,4416,2,9,0
"8093",8093,40,3832,1,1,0
"43800",43800,444,2751,3,2,0
"16216",16216,148,10386,3,1,0
"31209",31209,314,17444,2,5,0
"3746",3746,556,171,3,0,1
"13147",13147,103,8417,1,4,0
"4706",4706,3,3034,1,6,0
"25767",25767,260,17016,2,3,0
"26533",26533,268,15310,1,5,0
"56404",56404,604,34437,2,6,0
"37196",37196,378,23795,2,9,0
"20781",20781,201,13657,2,9,0
"26170",26170,265,125,2,8,0
"28358",28358,286,18356,3,0,0
"46029",46029,475,2676,1,7,0
"1029",1029,142,725,4,1,1
"37042",37042,376,4627,2,9,0
"169",169,16,146,5,8,1
"23022",23022,235,15142,1,4,0
"1596",1596,235,337,4,5,1
"42478",42478,430,5069,1,6,0
"18721",18721,176,7856,1,8,0
"31530",31530,317,1853,2,0,0
"33039",33039,335,5406,2,0,0
"25404",25404,260,16701,3,8,0
"40910",40910,416,26111,2,2,0
"23433",23433,236,15323,4,1,0
"4657",4657,3,3007,1,4,0
"13965",13965,115,9034,1,4,0
"7567",7567,34,5096,1,5,0
"47082",47082,488,29479,1,5,0
"53418",53418,571,33104,2,8,0
"56987",56987,613,41,3,9,0
"25293",25293,260,16599,3,9,0
"40244",40244,410,25617,2,2,0
"26727",26727,268,17433,2,4,0
"56585",56585,607,34546,2,7,0
"10738",10738,75,7019,1,6,0
"23898",23898,242,15600,1,5,0
"26725",26725,268,1427,1,1,0
"14168",14168,117,9129,1,8,0
"48839",48839,508,8659,3,9,0
"2389",2389,339,1631,5,4,1
"14764",14764,124,9471,1,4,0
"23030",23030,235,326,1,5,0
"3242",3242,472,2205,4,8,1
"40250",40250,410,25623,2,7,0
"56326",56326,604,34383,2,4,0
"26817",26817,269,17484,2,7,0
"3026",3026,436,2093,5,9,1
"3566",3566,525,2385,5,6,1
"11941",11941,86,7692,1,7,0
"35551",35551,360,22777,1,5,0
"23173",23173,235,430,2,4,0
"56282",56282,603,32483,2,1,0
"4703",4703,3,3031,2,9,0
"25291",25291,260,16597,2,2,0
"4148",4148,612,465,4,8,1
"4534",4534,3,2937,2,2,0
"27",27,3,25,5,6,1
"14919",14919,131,9532,2,8,0
"45257",45257,469,28505,1,6,0
"26262",26262,265,17213,2,2,0
"3547",3547,525,166,4,6,1
"26789",26789,268,6259,3,8,0
"25234",25234,259,16549,1,8,0
"20738",20738,199,13619,2,2,0
"52379",52379,558,32475,1,7,0
"56186",56186,603,21348,2,8,0
"3537",3537,524,1139,5,5,1
"36392",36392,371,23306,3,9,0
"22489",22489,226,14838,2,7,0
"32848",32848,334,2835,2,8,0
"6441",6441,28,4271,1,3,0
"4625",4625,3,2989,3,9,0
"24043",24043,244,15711,2,1,0
"1326",1326,186,948,4,2,1
"1090",1090,147,762,4,1,1
"19151",19151,179,12549,1,6,0
"40132",40132,407,14610,2,3,0
"24942",24942,257,16362,2,2,0
"6112",6112,25,4053,2,0,0
"5369",5369,10,3533,1,0,0
"7898",7898,38,166,2,6,0
"15746",15746,143,11,1,4,0
"282",282,28,241,5,6,1
"46358",46358,479,29028,3,1,0
"2130",2130,307,1498,4,7,1
"5227",5227,9,3430,1,4,0
"3833",3833,571,419,4,4,1
"41475",41475,421,26402,1,5,0
"1557",1557,227,615,3,0,1
"40836",40836,416,26071,1,2,0
"34129",34129,343,21858,1,2,0
"47994",47994,498,1793,1,4,0
"13208",13208,103,8468,1,3,0
"21928",21928,216,3291,1,7,0
"14713",14713,124,9435,1,2,0
"25380",25380,260,967,2,8,0
"16057",16057,147,10244,1,7,0
"19792",19792,186,12970,2,0,0
"15038",15038,134,9618,1,4,0
"19191",19191,179,4955,2,3,0
"32972",32972,335,5401,1,4,0
"34739",34739,349,14240,2,9,0
"46699",46699,483,2964,1,3,0
"53723",53723,575,2813,3,1,0
"47030",47030,488,29441,2,8,0
"16174",16174,148,10350,2,6,0
"48804",48804,508,14922,2,6,0
"35844",35844,363,22982,1,4,0
"52401",52401,558,32492,2,3,0
"33932",33932,343,21691,1,4,0
"47278",47278,489,14158,4,0,0
"27895",27895,284,3787,1,8,0
"45657",45657,472,28646,1,5,0
"44565",44565,455,1339,2,2,0
"41678",41678,422,1533,3,8,0
"19652",19652,186,12885,3,6,0
"3900",3900,578,64,3,6,1
"26837",26837,269,17502,2,7,0
"56248",56248,603,8359,2,2,0
"30214",30214,303,19587,1,5,0
"18227",18227,171,11879,1,8,0
"43574",43574,442,13859,3,2,0
"45388",45388,471,326,1,6,0
"44577",44577,455,6700,1,2,0
"25785",25785,260,17032,2,1,0
"40724",40724,413,26009,4,1,0
"34152",34152,343,21877,2,7,0
"54562",54562,581,33722,2,6,0
"4565",4565,3,167,2,2,0
"22500",22500,226,14847,2,8,0
"2871",2871,413,2001,4,0,1
"44909",44909,464,28308,1,8,0
"22664",22664,227,14948,3,9,0
"2598",2598,365,1801,4,3,1
"26316",26316,265,3913,1,5,0
"55753",55753,598,12026,1,5,0
"35499",35499,360,22729,3,8,0
"27227",27227,274,17744,1,7,0
"8077",8077,40,3012,2,7,0
"36064",36064,364,2614,2,6,0
"14443",14443,120,9235,1,0,0
"30208",30208,303,19583,3,1,0
"34414",34414,345,22073,2,9,0
"40345",40345,410,25704,2,4,0
"30287",30287,305,19625,1,6,0
"17950",17950,169,1042,2,3,0
"5909",5909,21,3911,1,4,0
"5773",5773,18,3824,1,4,0
"19452",19452,186,12755,1,1,0
"18349",18349,172,11972,3,0,0
"25987",25987,263,2675,1,3,0
"19890",19890,187,13024,2,5,0
"3962",3962,588,94,5,5,1
"16920",16920,152,10981,1,5,0
"23420",23420,236,2549,2,9,0
"2949",2949,421,2057,4,9,1
"26643",26643,268,17391,1,6,0
"19797",19797,186,5198,2,8,0
"2912",2912,420,2035,5,5,1
"17963",17963,169,1043,2,2,0
"31065",31065,314,304,2,6,0
"47206",47206,488,29561,1,5,0
"4694",4694,3,3024,2,2,0
"4559",4559,3,300,1,5,0
"6372",6372,28,4232,2,7,0
"54895",54895,588,1559,2,8,0
"1850",1850,262,1327,4,1,1
"6440",6440,28,4270,1,5,0
"43455",43455,441,5150,2,4,0
"13134",13134,103,8409,2,6,0
"39764",39764,400,300,2,0,0
"19635",19635,186,556,2,9,0
"51896",51896,553,304,2,8,0
"40904",40904,416,26109,1,2,0
"2485",2485,352,1713,3,6,1
"35817",35817,363,22965,3,0,0
"16151",16151,147,10331,2,8,0
"25855",25855,262,356,1,9,0
"10634",10634,75,6956,1,8,0
"33984",33984,343,21732,2,9,0
"19377",19377,184,5487,2,8,0
"31284",31284,314,9742,1,3,0
"53428",53428,571,33113,2,4,0
"52289",52289,556,2385,1,7,0
"1784",1784,257,1278,3,8,1
"16056",16056,147,10243,1,8,0
"26006",26006,263,5996,3,7,0
"37433",37433,378,1858,2,9,0
"1518",1518,223,1101,5,5,1
"4121",4121,609,890,3,0,1
"50898",50898,540,23562,1,3,0
"9442",9442,54,6386,2,8,0
"56760",56760,609,2975,2,1,0
"44769",44769,459,28203,2,3,0
"40913",40913,416,3773,1,4,0
"17978",17978,169,11711,3,1,0
"33966",33966,343,21718,2,6,0
"44736",44736,459,28184,1,2,0
"20740",20740,199,13620,1,8,0
"26829",26829,269,17495,1,2,0
"7516",7516,34,5067,2,4,0
"43459",43459,441,27585,1,5,0
"15719",15719,143,6705,2,7,0
"2258",2258,317,1561,4,0,1
"21779",21779,214,14382,3,2,0
"51532",51532,548,32073,2,5,0
"46138",46138,477,23097,2,9,0
"35114",35114,353,22463,3,0,0
"16642",16642,151,10733,3,9,0
"51600",51600,548,2463,2,9,0
"17694",17694,164,11548,1,7,0
"28326",28326,286,5000,2,3,0
"44765",44765,459,28199,2,7,0
"34069",34069,343,21804,3,2,0
"24270",24270,246,15882,2,8,0
"54236",54236,578,41,1,4,0
"28513",28513,286,18449,1,5,0
"39352",39352,397,25070,2,1,0
"47329",47329,489,29653,2,2,0
"2490",2490,353,1717,4,3,1
"32925",32925,335,620,1,5,0
"1678",1678,242,1103,5,3,1
"34053",34053,343,21789,2,7,0
"7160",7160,32,4816,1,3,0
"30765",30765,311,8,1,0,0
"48028",48028,498,30144,2,7,0
"19610",19610,186,12861,2,0,0
"32064",32064,324,1580,4,0,0
"13150",13150,103,8419,1,0,0
"26573",26573,268,17337,1,5,0
"4081",4081,603,2661,4,8,1
"40475",40475,410,25819,2,7,0
"560",560,60,347,5,0,1
"40067",40067,405,25549,1,4,0
"16121",16121,147,10303,3,5,0
"6696",6696,28,4464,2,1,0
"28499",28499,286,309,1,2,0
"7586",7586,35,5109,1,7,0
"38799",38799,392,24680,2,2,0
"34216",34216,345,21912,2,9,0
"4588",4588,3,2968,1,2,0
"54948",54948,589,33955,2,7,0
"31006",31006,314,519,2,7,0
"7166",7166,32,4822,1,9,0
"26561",26561,268,17335,1,8,0
"28390",28390,286,2929,2,0,0
"43562",43562,442,27634,1,0,0
"35818",35818,363,22966,2,4,0
"45633",45633,471,5259,1,6,0
"45530",45530,471,26836,1,4,0
"35520",35520,360,22750,1,6,0
"24316",24316,247,5042,2,0,0
"25341",25341,260,16641,1,5,0
"37442",37442,378,15838,2,0,0
"35055",35055,352,22428,2,9,0
"25735",25735,260,16987,1,5,0
"56174",56174,603,34307,1,2,0
"18248",18248,172,11900,3,8,0
"17676",17676,164,11534,4,9,0
"53329",53329,571,33063,1,7,0
"11197",11197,77,1877,2,1,0
"37424",37424,378,23956,2,5,0
"25246",25246,259,16560,2,0,0
"20726",20726,199,933,2,2,0
"12856",12856,101,3827,2,7,0
"4518",4518,3,44,3,9,0
"9242",9242,52,304,3,1,0
"56677",56677,609,13,3,9,0
"52409",52409,558,32497,1,3,0
"5347",5347,10,3519,2,5,0
"25407",25407,260,16704,2,8,0
"864",864,116,615,4,0,1
"5341",5341,10,3514,1,6,0
"22237",22237,222,14649,1,1,0
"19162",19162,179,12559,2,5,0
"19582",19582,186,12839,1,7,0
"16173",16173,148,10349,2,7,0
"9469",9469,54,6409,1,5,0
"35939",35939,363,23058,1,3,0
"21464",21464,208,14157,1,6,0
"2775",2775,397,1927,5,6,1
"2885",2885,417,2013,3,9,1
"13282",13282,104,8523,2,3,0
"48370",48370,501,8345,2,2,0
"34056",34056,343,21792,1,1,0
"42433",42433,430,5405,1,5,0
"20714",20714,199,13599,1,5,0
"50894",50894,540,31667,1,6,0
"23484",23484,236,304,1,4,0
"22609",22609,227,14924,2,6,0
"25875",25875,262,12870,2,3,0
"24149",24149,244,15789,2,4,0
"16140",16140,147,10320,1,3,0
"32926",32926,335,3808,1,8,0
"15674",15674,142,9990,2,2,0
"22850",22850,231,2383,1,1,0
"637",637,71,468,5,7,1
"30731",30731,311,471,1,9,0
"34926",34926,352,9369,2,8,0
"35748",35748,363,22929,1,9,0
"10505",10505,74,6876,1,6,0
"24857",24857,256,16301,2,7,0
"25130",25130,259,16467,4,0,0
"41390",41390,421,26358,2,3,0
"42476",42476,430,3002,2,3,0
"8495",8495,44,5735,3,2,0
"37503",37503,378,24009,2,9,0
"31166",31166,314,20079,2,2,0
"25235",25235,259,16550,1,4,0
"40107",40107,407,14600,3,0,0
"4408",4408,3,2862,3,2,0
"34345",34345,345,1655,1,7,0
"54509",54509,581,33676,2,9,0
"28310",28310,286,2917,2,0,0
"6958",6958,28,4660,2,2,0
"15362",15362,139,9801,2,7,0
"44734",44734,459,27763,2,1,0
"37786",37786,382,24190,3,0,0
"36068",36068,364,2979,2,7,0
"20800",20800,201,13666,2,4,0
"22630",22630,227,14480,1,6,0
"30718",30718,311,2917,2,9,0
"27103",27103,272,2998,2,8,0
"23160",23160,235,15207,1,6,0
"34022",34022,343,21762,2,8,0
"26220",26220,265,5010,3,3,0
"55324",55324,594,2140,2,4,0
"16798",16798,151,10879,2,3,0
"5209",5209,9,3418,1,9,0
"32996",32996,335,18378,2,3,0
"3113",3113,447,64,5,5,1
"37414",37414,378,23949,1,4,0
"45168",45168,467,28435,1,9,0
"23258",23258,235,15255,1,5,0
"882",882,117,167,4,2,1
"23462",23462,236,2855,2,1,0
"55786",55786,598,2998,2,7,0
"46263",46263,479,28955,1,7,0
"9480",9480,54,6419,1,0,0
"25201",25201,259,16519,2,4,0
"31035",31035,314,424,2,9,0
"46065",46065,476,28889,1,2,0
"5500",5500,13,3637,1,5,0
"31265",31265,314,368,3,2,0
"30222",30222,303,19592,2,7,0
"45602",45602,471,343,2,8,0
"53106",53106,570,32954,1,7,0
"30367",30367,307,19691,1,6,0
"53531",53531,573,8625,1,9,0
"33018",33018,335,2932,2,2,0
"13962",13962,115,9031,2,2,0
"29840",29840,298,2931,1,4,0
"26832",26832,269,17497,2,4,0
"54577",54577,581,33735,2,2,0
"39888",39888,402,25393,2,2,0
"10031",10031,67,6694,1,3,0
"6654",6654,28,244,2,6,0
"11958",11958,86,7707,3,2,0
"31523",31523,317,20256,2,2,0
"20745",20745,199,13625,3,0,0
"30381",30381,307,19704,1,5,0
"4109",4109,608,464,5,7,1
"7267",7267,32,4919,3,0,0
"12550",12550,98,8135,2,8,0
"46174",46174,478,8,4,0,0
"23169",23169,235,7671,2,8,0
"5379",5379,11,3540,1,6,0
"40991",40991,417,26159,2,8,0
"52259",52259,556,2961,2,2,0
"50896",50896,540,11467,1,8,0
"34957",34957,352,22382,2,0,0
"2830",2830,405,1970,4,7,1
"4618",4618,3,2984,2,8,0
"11921",11921,86,2957,1,6,0
"33939",33939,343,21697,1,4,0
